index,prediction
330,6 ounce
331,500 ton
332,
333,40 centimetre
334,
335,120 watt
336,40 millilitre
337,0.7 inch
338,
339,
340,24 volt
341,1.62 ounce
342,25 centimetre
343,
344,
345,120 centimetre
346,8.5 centimetre
347,
348,17 centimetre
349,14 ton
350,2.8 inch
351,4 inch
352,
353,16 centimetre
354,1 cup
355,
356,12 inch
357,
358,5.0 inch
359,8 ounce
360,
361,0.78 inch
362,
363,800 pound
364,74 centimetre
365,35 centimetre
366,35 centimetre
367,55 centimetre
368,
369,60 centimetre
370,5 centimetre
371,190 centimetre
372,
373,1.5 inch
374,7.0 inch
375,30 centimetre
376,3 kilogram
377,
378,12 volt
379,
380,4.7 inch
381,2.4 inch
382,9 centimetre
383,63 ounce
384,24 volt
385,
386,
387,
388,
389,31.4 inch
390,12 fluid ounce
391,100 centimetre
392,40 centimetre
393,
394,
395,11.5 centimetre
396,12 pound
397,
398,15 centimetre
399,15 centimetre
400,
401,
402,8 ounce
403,20 centimetre
404,7.9 centimetre
405,22.2 centimetre
406,
407,24 volt
408,
409,5 centimetre
410,
411,13.5 centimetre
412,146 centimetre
413,290.5 metre
414,
415,5 kilogram
416,
417,
418,2.2 inch
419,8.3 inch
420,16 fluid ounce
421,
422,
423,27 inch
424,
425,
426,
427,7.7 centimetre
428,
429,3.14 inch
430,
431,54 centimetre
432,
433,10.2 centimetre
434,
435,3.1 inch
436,
437,20 centimetre
438,20 centimetre
439,144 metre
440,100 metre
441,
442,220 volt
443,
444,
445,
446,12 volt
447,
448,
449,52 centimetre
450,29 centimetre
451,
452,88 centimetre
453,50 centimetre
454,39.5 centimetre
455,3.14 inch
456,3.14 inch
457,6.29 inch
458,6.29 inch
459,60 centimetre
460,175 centimetre
461,60 centimetre
462,60 centimetre
463,
464,
465,
466,10 pound
467,
468,3.5 ounce
469,
470,9 inch
471,
472,
473,
474,35 centimetre
475,
476,
477,13 inch
478,4 centimetre
479,132 pound
480,1 pound
481,
482,60 centimetre
483,57 centimetre
484,
485,
486,30 centimetre
487,3.9 inch
488,3.9 inch
489,5.9 inch
490,80 centimetre
491,36 centimetre
492,
493,12 metre
494,12 metre
495,4 fluid ounce
496,
497,1.41 inch
498,4.6 inch
499,4.6 inch
500,109.5 centimetre
501,5 volt
502,12 inch
503,12 inch
504,
505,1 litre
506,9 centimetre
507,44 centimetre
508,
509,
510,5 centimetre
511,5 centimetre
512,
513,38 centimetre
514,
515,75 kilogram
516,2.5 centimetre
517,
518,20 metre
519,
520,11.4 inch
521,39.3 inch
522,3.5 inch
523,67 centimetre
524,3.5 inch
525,3.5 inch
526,3.9 inch
527,7.07 inch
528,5.1 inch
529,21.2 inch
530,
531,5.5 inch
532,
533,
534,180 centimetre
535,
536,60 centimetre
537,115.6 centimetre
538,25 gram
539,594 metre
540,30 millilitre
541,21.0 centimetre
542,3.5 inch
543,3.5 inch
544,
545,40.64 centimetre
546,33.02 centimetre
547,60.96 centimetre
548,1.4 volt
549,190 centimetre
550,60 centimetre
551,5.9 inch
552,9.8 inch
553,
554,3.4 inch
555,2.1 inch
556,4 inch
557,4 inch
558,3 inch
559,25 kilogram
560,
561,18 volt
562,
563,8.65 inch
564,135 centimetre
565,31 ounce
566,3 kilogram
567,
568,
569,15 centimetre
570,10 centimetre
571,176 centimetre
572,
573,16 ounce
574,11.8 fluid ounce
575,86 ounce
576,3.3 kilogram
577,
578,7.8 inch
579,60 centimetre
580,140 centimetre
581,15.75 inch
582,
583,
584,350 watt
585,
586,3.52 ounce
587,200 kilogram
588,9 kilogram
589,2.1 ounce
590,
591,1 ton
592,60 centimetre
593,
594,54 centimetre
595,10.8 inch
596,5.9 inch
597,
598,25.2 volt
599,
600,
601,17.63 ounce
602,250 millilitre
603,30 centimetre
604,
605,0.9 inch
606,0.9 inch
607,80 watt
608,12 volt
609,30 centimetre
610,171 centimetre
611,42.01 centimetre
612,50 inch
613,16 inch
614,
615,
616,24 volt
617,2.65 pound
618,
619,
620,21881 ton
621,25 watt
622,
623,7.8 inch
624,
625,8.4 inch
626,
627,35 centimetre
628,80 centimetre
629,70.1 inch
630,
631,
632,
633,5 inch
634,
635,27 centimetre
636,30 centimetre
637,16.5 inch
638,27 inch
639,
640,
641,3.5 inch
642,6 volt
643,120 centimetre
644,1000 watt
645,110 volt
646,
647,10.2 inch
648,5.07 fluid ounce
649,
650,110 volt
651,
652,40 watt
653,5 pound
654,
655,14.37 inch
656,17.87 inch
657,40 centimetre
658,80 centimetre
659,
660,44 centimetre
661,7.5 centimetre
662,
663,26 centimetre
664,
665,160 centimetre
666,
667,26.7 centimetre
668,
669,300 pound
670,236 millilitre
671,
672,7.3 ounce
673,5 inch
674,8 inch
675,100 centimetre
676,55 centimetre
677,
678,
679,47.24 inch
680,15.1 centimetre
681,7.6 centimetre
682,4.7 inch
683,1.25 inch
684,
685,750 millilitre
686,5 volt
687,190 centimetre
688,11 inch
689,
690,
691,5 metre
692,2 kilogram
693,
694,130 centimetre
695,20 watt
696,
697,67 centimetre
698,
699,
700,
701,1 ton
702,
703,9 centimetre
704,6 centimetre
705,7.87 inch
706,
707,80 centimetre
708,16.51 inch
709,16.51 inch
710,5 centimetre
711,
712,
713,20 centimetre
714,
715,15 centimetre
716,36 centimetre
717,
718,17 inch
719,0.12 ounce
720,11.8 inch
721,3.5 inch
722,23 pound
723,
724,
725,0.1 kilogram
726,10 ton
727,
728,
729,25.2 volt
730,
731,49.99 centimetre
732,95.25 centimetre
733,15 centimetre
734,15 centimetre
735,15.5 centimetre
736,15.5 centimetre
737,5 metre
738,5 metre
739,
740,16 fluid ounce
741,3.9 inch
742,3.5 inch
743,38 inch
744,400 watt
745,
746,32 ounce
747,35 metre
748,35 metre
749,
750,11 inch
751,275 pound
752,5.59 inch
753,5.9 inch
754,3.9 inch
755,
756,0.5 inch
757,
758,10 inch
759,
760,1.75 ounce
761,
762,
764,120 centimetre
765,4 fluid ounce
766,30 centimetre
767,2.75 inch
768,2.75 inch
769,38 inch
770,38 inch
771,38 inch
772,1000 watt
773,110 volt
774,
775,51 watt
776,
777,
778,4.0 centimetre
779,
780,
781,0.219 pound
782,81 metre
783,162 metre
784,
785,
786,19 inch
787,19 inch
788,1.7 kilogram
789,
790,3.8 inch
791,
792,
793,5.1 inch
794,
795,9 inch
796,21.1 volt
797,5 metre
798,5 metre
799,
800,
801,65 inch
802,22 inch
803,30 inch
804,26 inch
805,
806,26 inch
807,11.375 inch
808,13 centimetre
809,
810,
811,71 ton
812,2.45 ounce
813,18 centimetre
814,31 centimetre
815,250 millilitre
816,
817,
818,
819,4 ounce
820,2 centimetre
821,5 centimetre
822,60 centimetre
823,12 volt
824,1.6 watt
825,7 pound
826,3.5 inch
827,3.5 inch
828,45 centimetre
829,400 pound
830,8.5 ounce
831,
832,
833,
834,
835,1 inch
836,1 inch
837,
838,25 metre
839,25 metre
840,29.5 inch
841,43.3 inch
842,
843,12.7 ounce
844,16 ounce
845,
846,
847,90 centimetre
848,5 kilogram
849,3.75 cubic inch
850,
851,
852,
853,20.25 inch
854,
855,17 centimetre
856,40 centimetre
857,40 centimetre
858,24.2 pound
859,12 fluid ounce
860,
861,
862,300 pound
863,
864,23 centimetre
865,7 centimetre
866,
867,150 millilitre
868,98 centimetre
869,10 inch
870,
871,10.8 centimetre
872,
873,120 centimetre
874,120 centimetre
875,5 pound
876,40.5 centimetre
877,180 centimetre
878,
879,60 centimetre
880,15 centimetre
881,7.1 centimetre
882,28 ounce
883,3.14 inch
884,3.14 inch
885,1 pound
886,20 watt
887,
888,
889,12 volt
890,
891,120 centimetre
892,
893,33 inch
894,33 inch
895,
896,
897,300 centimetre
898,84 centimetre
899,
900,
901,40 centimetre
902,6 centimetre
903,
904,4 fluid ounce
905,
906,167 centimetre
907,
908,
909,41 inch
910,30 centimetre
911,180 centimetre
912,1.0 centimetre
913,220 volt
914,
915,76 ounce
916,12.9 inch
917,12.9 inch
918,50 centimetre
919,60 centimetre
920,
921,220 volt
922,90 centimetre
923,25.5 centimetre
924,30 centimetre
925,
926,76 centimetre
927,
928,28.5 inch
929,
930,
931,9.2 inch
932,30 centimetre
933,12 volt
934,500 watt
935,120 volt
936,
937,30 centimetre
938,
939,
940,
941,
942,
943,
944,7.8 inch
945,3 inch
946,14 inch
947,
948,2.1 kilogram
949,1.18 inch
950,
951,
952,3.9 inch
953,70 centimetre
954,50 centimetre
955,30 centimetre
956,35.5 centimetre
957,190.37 metre
958,107.15 metre
959,185 metre
960,760 metre
961,27.5 centimetre
962,3.5 centimetre
963,28 centimetre
964,
965,
966,2.75 inch
967,2.75 inch
968,
969,
970,
971,
972,30 pound
973,3.9 inch
974,2.75 inch
975,3.9 inch
976,10 pound
977,0.67 inch
978,8 inch
979,9 ounce
980,80 millilitre
981,16 ounce
982,
983,1.9 inch
984,88.6 inch
985,30.48 centimetre
986,8.4 fluid ounce
987,38.5 centimetre
988,
989,30 centimetre
990,10.5 inch
991,98 ounce
992,5.11 inch
993,
994,3.34 inch
995,
996,45 centimetre
997,7.05 ounce
998,
999,10 ounce
1000,2120 volt
1001,
1002,16 pound
1003,
1004,3.74 inch
1005,32 fluid ounce
1006,
1007,9 centimetre
1008,0.38 pound
1009,31.9 inch
1010,8.5 inch
1011,
1012,
1013,53 watt
1014,
1015,
1016,107 centimetre
1017,
1018,
1019,75 ounce
1020,72.01 centimetre
1021,11 inch
1022,1.25 inch
1023,148 metre
1024,148 metre
1025,44.96 centimetre
1026,
1027,16 ounce
1028,500 pound
1029,
1030,1.77 inch
1031,17.68 inch
1032,50 centimetre
1033,230 volt
1034,17 watt
1035,6 volt
1036,180 centimetre
1037,12 fluid ounce
1038,9.5 centimetre
1039,
1040,18.0 cup
1041,27.6 inch
1042,129 centimetre
1043,5.9 inch
1044,2.3 inch
1045,59 centimetre
1046,
1047,
1048,12 watt
1049,
1050,48 inch
1051,14 inch
1052,9 centimetre
1053,
1054,
1055,35 centimetre
1056,25 centimetre
1057,5 inch
1058,7.2 inch
1059,12 ounce
1060,
1061,24 volt
1062,
1063,
1064,240 volt
1065,39 centimetre
1066,
1067,
1068,23 centimetre
1069,34 ton
1070,7.0 inch
1071,
1072,4.5 inch
1073,17.7 inch
1074,
1075,2.5 inch
1076,17.5 inch
1077,70 centimetre
1078,4 inch
1079,2 inch
1080,15 inch
1081,20.5 inch
1082,
1083,
1084,52 centimetre
1085,
1086,4.7 inch
1087,10 centimetre
1088,10 centimetre
1089,
1090,11 pound
1091,11.6 inch
1092,
1093,7.9 metre
1094,
1095,
1096,9 centimetre
1097,6 centimetre
1098,8.9 inch
1099,
1100,
1101,10.6 pound
1102,3.88 inch
1103,11 inch
1104,
1105,
1106,68 centimetre
1107,2.63 inch
1108,5.9 inch
1109,1.18 inch
1110,13.7 inch
1111,
1112,180 centimetre
1113,45 centimetre
1114,5 volt
1115,80 centimetre
1116,
1117,6.4 inch
1118,
1119,
1120,10 inch
1121,4.7 inch
1122,
1123,80 centimetre
1124,9 kilogram
1125,36 centimetre
1126,5 centimetre
1127,5 watt
1128,
1129,10.2 inch
1130,
1131,24 volt
1132,
1133,
1134,
1135,47 centimetre
1136,200 pound
1137,
1138,0.8 centimetre
1139,14 centimetre
1140,21 centimetre
1141,100 centimetre
1142,17 centimetre
1143,
1144,2.75 inch
1145,7.87 inch
1146,
1147,23 centimetre
1148,
1149,
1150,
1151,29.5 centimetre
1152,
1153,45 centimetre
1154,45 centimetre
1155,19.5 centimetre
1156,1250 millilitre
1157,60 centimetre
1158,
1159,3.1 inch
1160,34.3 inch
1161,76 centimetre
1162,
1163,
1164,
1165,108 inch
1166,60 inch
1167,7.9 inch
1168,
1169,11.6 inch
1170,
1171,4.5 inch
1172,
1173,8 centimetre
1174,
1175,80 centimetre
1176,
1177,10.9 ounce
1178,38 centimetre
1179,9.84 inch
1180,
1181,2.2 fluid ounce
1182,253 fluid ounce
1183,
1184,30 centimetre
1185,12 volt
1186,1 gallon
1187,15 inch
1188,25 inch
1189,21.5 pound
1190,40 metre
1191,
1192,40 metre
1193,180 centimetre
1194,76 centimetre
1195,190 centimetre
1196,32 centimetre
1197,
1198,3.14 inch
1199,2.36 inch
1200,72 centimetre
1201,45.72 centimetre
1202,200 kilogram
1203,40 centimetre
1204,2.8 inch
1205,5 centimetre
1206,
1207,35 centimetre
1208,35 centimetre
1209,22 inch
1210,22 inch
1211,
1212,
1213,60 centimetre
1214,
1215,14.5 ounce
1216,60 centimetre
1217,140 centimetre
1218,
1219,
1220,3.93 inch
1221,3.93 inch
1222,19 centimetre
1223,13.5 centimetre
1224,0.6 kilogram
1225,35.5 inch
1226,
1227,4.8 centimetre
1228,20 centimetre
1229,4.8 centimetre
1230,9.6 inch
1231,18 inch
1232,
1233,1 inch
1234,
1235,101.6 centimetre
1236,
1237,53 centimetre
1238,
1239,41 inch
1240,28 centimetre
1241,10 ounce
1242,2 fluid ounce
1243,14.57 inch
1244,11.3 centimetre
1245,11.3 centimetre
1246,4 ounce
1247,400 centimetre
1248,400 centimetre
1249,5.7 inch
1250,5.7 inch
1251,12 fluid ounce
1252,6 centimetre
1253,
1254,
1255,3.3 kilogram
1256,350 pound
1257,16 inch
1258,13 centimetre
1259,7.5 centimetre
1260,12 fluid ounce
1261,
1262,2.4 inch
1263,27 centimetre
1264,360 pound
1265,18 inch
1266,
1267,80 centimetre
1268,
1269,177.98 centimetre
1270,35.61 centimetre
1271,
1272,
1273,
1274,8.4 fluid ounce
1275,89 metre
1276,150 metre
1277,150 metre
1278,
1279,
1280,120 kilogram
1281,171 centimetre
1282,34.22 ounce
1283,21 ounce
1284,250 millilitre
1285,
1286,16.5 inch
1287,35.4 inch
1288,35.4 inch
1289,180 centimetre
1290,8 pound
1291,6 ounce
1292,22 centimetre
1293,
1294,
1295,9.6 centimetre
1296,76.96 centimetre
1297,10.5 inch
1298,7.88 inch
1299,
1300,8.5 inch
1301,60 centimetre
1302,60 centimetre
1303,5.3 ounce
1304,116.8 centimetre
1305,750 watt
1306,160 centimetre
1307,53 centimetre
1308,
1309,
1310,22.45 kilogram
1311,7 ounce
1312,35.4 inch
1313,
1314,3.5 centimetre
1315,15.8 inch
1316,
1317,3.3 inch
1318,3.3 inch
1319,
1320,21 centimetre
1321,0.38 ounce
1322,28.5 centimetre
1323,25 centimetre
1324,
1325,
1326,9.2 inch
1327,31 ounce
1328,
1329,92 metre
1330,12.2 centimetre
1331,9.0 kilogram
1332,
1333,
1334,210 centimetre
1335,
1336,5.98 inch
1337,1.85 inch
1338,60 centimetre
1339,32 centimetre
1340,3.5 pound
1341,110 centimetre
1342,0.11 ounce
1343,105 centimetre
1344,6.5 centimetre
1345,12 inch
1346,6.1 inch
1347,
1348,
1349,220 pound
1350,
1351,16 ounce
1352,
1353,12 volt
1354,
1355,1.77 inch
1356,
1357,6.0 inch
1358,
1359,
1360,90 centimetre
1361,
1362,
1363,5 metre
1364,
1365,30 inch
1366,
1367,
1368,12 ounce
1369,14.9 volt
1370,75 ounce
1371,
1372,
1373,
1374,50 centimetre
1375,96 centimetre
1376,50 centimetre
1377,15.24 centimetre
1378,244 centimetre
1379,
1380,3.7 volt
1381,33.86 inch
1382,13.39 inch
1383,5 centimetre
1384,
1385,
1386,6 volt
1387,43 centimetre
1388,2.3 centimetre
1389,18 centimetre
1390,35.5 inch
1391,
1392,160 centimetre
1393,4 fluid ounce
1394,50 centimetre
1395,100 centimetre
1396,89 inch
1397,5.5 centimetre
1398,21 centimetre
1399,
1400,48.01 centimetre
1401,1.8 kilogram
1402,3.9 inch
1403,
1404,
1405,130 centimetre
1406,35 pound
1407,8 inch
1408,17.5 ounce
1409,15 centimetre
1410,13 centimetre
1411,
1412,12 volt
1413,
1414,500 watt
1415,
1416,74 centimetre
1417,60 pound
1418,
1419,11 centimetre
1420,50 centimetre
1421,50 centimetre
1422,
1423,
1424,0.74 metre
1425,
1426,45 ton
1427,18 watt
1428,45 centimetre
1429,4 centimetre
1430,31.5 inch
1431,12.7 inch
1432,3.75 inch
1433,140 centimetre
1434,
1435,12 centimetre
1436,60 centimetre
1437,120 centimetre
1438,1.35 volt
1439,
1440,1600 watt
1441,
1442,
1443,9 centimetre
1444,330 metre
1445,110.5 kilogram
1446,2 watt
1447,
1448,
1449,11 kilogram
1450,33 centimetre
1451,800 milligram
1452,75 centimetre
1453,
1454,10 centimetre
1455,17 centimetre
1456,50 inch
1457,
1458,
1459,
1460,
1461,43 centimetre
1462,1003.3 inch
1463,1003.3 inch
1464,2 centimetre
1465,24 volt
1466,2.8 watt
1467,9.3 inch
1468,
1469,3.5 pound
1470,41 centimetre
1471,
1472,168 metre
1473,25 pound
1474,73 centimetre
1475,0.07 inch
1476,12 inch
1477,40 centimetre
1478,40 centimetre
1479,
1480,88 inch
1481,18 volt
1482,50 metre
1483,57 metre
1484,57 metre
1485,78 centimetre
1486,30 centimetre
1487,100 kilogram
1488,
1489,18 volt
1490,50 metre
1491,205 metre
1492,157 centimetre
1493,7.98 inch
1494,
1495,5 inch
1496,13.8 inch
1497,9.5 inch
1498,300 pound
1499,600 milligram
1500,2.1 inch
1501,0.4 inch
1502,2 inch
1503,90 centimetre
1504,2.4 kilogram
1505,
1506,1968 metre
1507,
1508,0.8 inch
1509,5 centimetre
1510,
1511,
1512,28 centimetre
1513,
1514,264 metre
1515,12 volt
1516,
1517,14.3 ounce
1518,10.22 inch
1519,
1520,11 centimetre
1521,57 centimetre
1522,12 volt
1523,8 inch
1524,19.5 centimetre
1525,18 centimetre
1526,
1527,33.9 inch
1528,
1529,14 ounce
1530,71.26 inch
1531,33.27 inch
1532,2.12 ounce
1533,2 inch
1534,1.5 inch
1535,1.4 kilowatt
1536,
1537,1418 volt
1538,4.7 inch
1539,
1540,25 centimetre
1541,44 centimetre
1542,
1543,500 millilitre
1544,
1545,110 centimetre
1546,70 centimetre
1547,
1548,800 pound
1549,
1550,
1551,
1552,1.77 inch
1553,330 pound
1554,
1555,48 ounce
1556,
1557,
1558,
1559,2.4 inch
1560,8.3 inch
1561,
1562,150 kilogram
1563,80 centimetre
1564,9.8 centimetre
1565,7.2 centimetre
1566,
1567,
1568,1.6 inch
1569,2.5 inch
1570,
1571,80 centimetre
1572,1.6 kilogram
1573,4 ounce
1574,
1575,
1576,70 metre
1577,70 metre
1578,22 pound
1579,
1580,110 volt
1581,
1582,
1583,45 watt
1584,
1585,35 centimetre
1586,
1587,25.8 metre
1588,100 metre
1589,
1590,5.7 inch
1591,
1592,5.5 inch
1593,42 inch
1594,
1595,42 inch
1596,20 millilitre
1597,80 centimetre
1598,80 centimetre
1599,
1600,166 centimetre
1601,30 centimetre
1602,15 centimetre
1603,30 centimetre
1604,200 metre
1605,
1606,250 metre
1607,97 centimetre
1608,
1609,3.25 inch
1610,
1611,5 centimetre
1612,0.4 inch
1613,9 inch
1614,3.9 inch
1615,350 pound
1616,
1617,8.06 inch
1618,1500 watt
1619,3 ton
1620,
1621,
1622,3 watt
1623,
1624,
1625,
1626,20 volt
1627,
1628,
1629,
1630,9.8 inch
1631,2.9 inch
1632,135 kilogram
1633,10.75 ounce
1634,3.7 volt
1635,1 pound
1636,
1637,7.87 inch
1638,
1639,3.8 volt
1640,350 pound
1641,
1642,35.5 centimetre
1643,20 centimetre
1644,
1645,11 inch
1646,3 inch
1647,7.5 centimetre
1648,7.5 centimetre
1649,150 centimetre
1650,80 centimetre
1651,160 centimetre
1652,52 centimetre
1653,100 centimetre
1654,
1655,12.65 inch
1656,8 centimetre
1657,5 centimetre
1658,13 inch
1659,13 inch
1660,
1661,12.5 centimetre
1662,15 centimetre
1663,900 watt
1664,19 centimetre
1665,
1666,
1667,12 fluid ounce
1668,3.5 ounce
1669,1.5 centimetre
1670,
1671,
1672,21.5 centimetre
1673,95 centimetre
1674,187 pound
1675,9.5 centimetre
1676,8 fluid ounce
1677,330 pound
1678,34 inch
1679,
1680,11.02 inch
1681,4.92 inch
1682,3 ounce
1683,
1684,
1685,60 metre
1686,10.8 centimetre
1687,35 inch
1688,1.5 metre
1689,16 metre
1690,
1691,110 pound
1692,30 kilogram
1693,5.9 inch
1694,
1695,5.9 inch
1696,100 kilogram
1697,100 kilogram
1698,265 pound
1699,
1700,12 volt
1701,47.2 inch
1702,7 centimetre
1703,1428 centimetre
1704,1428 centimetre
1705,15.7 centimetre
1706,4 ounce
1707,60 metre
1708,60 metre
1709,22 centimetre
1710,
1711,3.6 metre
1712,33 centimetre
1713,2 centimetre
1714,
1715,4.7 inch
1716,0.99 kilogram
1717,140 cup
1718,
1719,17 centimetre
1720,9 centimetre
1721,
1722,13.9 centimetre
1723,
1724,2930 watt
1725,59 pound
1726,110 volt
1727,150 kilogram
1728,250 kilogram
1729,250 kilogram
1730,
1731,76.2 centimetre
1732,250 pound
1733,
1734,81 centimetre
1735,
1736,26 centimetre
1737,34 centimetre
1738,
1739,218 volt
1740,200 kilogram
1741,9 inch
1742,5.8 inch
1743,110 pound
1744,11.5 ounce
1745,120 volt
1746,750 watt
1747,180 metre
1748,180 metre
1749,42 metre
1750,35 metre
1751,11.4 metre
1752,
1753,
1754,4050 watt
1755,13 centimetre
1756,21 inch
1757,0.24 inch
1758,17.75 inch
1759,
1760,
1761,
1762,0.7 centimetre
1763,13.7 centimetre
1764,120 volt
1765,12 ounce
1766,
1767,56 metre
1768,16.3 kilogram
1769,265 pound
1770,120 pound
1771,
1772,220 volt
1773,13.09 inch
1774,4.13 inch
1775,1 kilogram
1776,2.12 ounce
1777,
1778,20 inch
1779,20 volt
1780,
1781,18 centimetre
1782,10 inch
1783,10 inch
1784,249.72 metre
1785,249.72 metre
1786,6.3 inch
1789,31.1 inch
1790,
1791,10 centimetre
1792,620120 pound
1793,10 ounce
1794,
1795,37 centimetre
1796,35 centimetre
1797,
1798,0.9 inch
1799,
1800,63 centimetre
1801,15 ounce
1802,265 pound
1803,18 inch
1804,21 inch
1805,
1806,
1807,1631 inch
1808,102 centimetre
1809,
1810,19 centimetre
1811,19 centimetre
1812,3.1 centimetre
1813,3.1 centimetre
1814,16 centimetre
1815,150 kilogram
1816,7.87 inch
1817,7.87 inch
1818,7 ounce
1819,20 volt
1820,3 fluid ounce
1821,
1822,7.8 inch
1823,
1824,29607 watt
1825,
1826,
1827,36.6 centimetre
1828,
1829,3.14 inch
1830,7 centimetre
1831,
1832,4 inch
1833,75 centimetre
1834,130 centimetre
1835,130 centimetre
1836,
1837,51.0 inch
1838,93 centimetre
1839,75 centimetre
1840,1.1 centimetre
1841,14.3 ounce
1842,23 centimetre
1843,29 centimetre
1844,188 centimetre
1845,2.2 centimetre
1846,
1847,
1848,
1849,23.5 centimetre
1850,12.5 centimetre
1851,
1852,2.7 inch
1853,20 centimetre
1854,12 centimetre
1855,265 pound
1856,73.5 metre
1857,73.5 metre
1858,350 pound
1859,50 pound
1860,600 millilitre
1861,70 pound
1862,
1863,1.2 inch
1864,6.5 centimetre
1865,11 centimetre
1866,
1867,
1868,
1869,7.7 pound
1870,16.53 inch
1871,40 metre
1872,
1873,2.0 inch
1874,12 centimetre
1875,
1876,4 pound
1877,
1878,
1879,
1880,
1881,12 volt
1882,3.6 inch
1883,
1884,11.4 inch
1885,3 inch
1886,13 centimetre
1887,
1888,9 centimetre
1889,
1890,40 centimetre
1891,
1892,5.9 inch
1893,13.5 centimetre
1894,2.9 pound
