index,prediction
948,2.1 kilogram
949,0.98 inch
950,
951,
952,5.9 inch
953,
954,70 centimetre
955,120 centimetre
956,35.5 centimetre
957,107.15 metre
958,
959,185 metre
960,
961,
962,27.5 centimetre
963,28 centimetre
964,
965,
966,3.9 inch
967,
968,
969,
970,
971,
972,30 pound
973,
974,2.75 inch
975,3.9 inch
976,10 pound
977,0.67 inch
978,
979,9 ounce
980,80 millilitre
981,16 ounce
982,
983,2.7 inch
984,
985,152.4 centimetre
986,8.4 fluid ounce
987,19 centimetre
988,
989,18 centimetre
990,11 inch
991,98 ounce
992,5.11 inch
993,
994,3.34 inch
995,
996,45 centimetre
997,7.05 ounce
998,
999,10 ounce
1000,2120 volt
1001,
1002,16 pound
1003,
1004,3.9 inch
1005,32 fluid ounce
1006,
1007,68 centimetre
1008,0.38 pound
1009,31.9 inch
1010,16.25 inch
1011,
1012,
1013,53 watt
1014,
1015,
1016,92.5 centimetre
1017,
1018,
1019,75 ounce
1020,78.99 centimetre
1021,
1022,
1023,150 metre
1024,
1025,81.03 centimetre
1026,
1027,16 ounce
1028,500 pound
1029,
1030,1.77 inch
1031,
1032,96 centimetre
1033,230 volt
1034,17 watt
1035,620 6 volt
1036,180 centimetre
1037,12 fluid ounce
1038,5 centimetre
1039,
1040,18.0 cup
1041,27.6 inch
1042,191 centimetre
1043,5.9 inch
1044,
1045,59 centimetre
1046,
1047,
1048,12 watt
1049,
1050,
1051,
1052,9 centimetre
1053,
1054,
1055,40 centimetre
1056,20.6 centimetre
1057,18.29 centimetre
1058,18 centimetre
1059,12 ounce
1060,
1061,24 volt
1062,
1063,
1064,240 volt
1065,59 centimetre
1066,
1067,
1068,23 centimetre
1069,34 ton
1070,4.5 inch
1071,
1072,7.0 inch
1073,17.7 inch
1074,
1075,
1076,
1077,170 centimetre
1078,8 14 inch
1079,5 34 inch
1080,15 inch
1081,
1082,
1083,
1084,52 centimetre
1085,
1086,4.7 inch
1087,10 centimetre
1088,
1089,
1090,11 pound
1091,7.9 inch
1092,
1093,15.8 metre
1094,
1095,
1096,9 centimetre
1097,6 centimetre
1098,60.1 inch
1099,
1100,
1101,10.6 pound
1102,
1103,
1104,
1105,
1106,68 centimetre
1107,
1108,5.9 inch
1109,
1110,
1111,
1112,7 centimetre
1113, 45 centimetre
1114,5 volt
1115,80 centimetre
1116,
1117,6.4 inch
1118,
1119,
1120,10 inch
1121,4.7 inch
1122,
1123,80 centimetre
1124,9 kilogram
1125,48 centimetre
1126,55 centimetre
1127,5 watt
1128,
1129,23.626 centimetre
1130,
1131,24 volt
1132,
1133,
1134,
1135,47 centimetre
1136,200 pound
1137,
1138,0.8 centimetre
1139,14 centimetre
1140,
1141,50 centimetre
1142,17 centimetre
1143,
1144,
1145,2.75 inch
1146,
1147,23 centimetre
1148,
1149,
1150,
1151,29.5 centimetre
1152,
1153,45 centimetre
1154,45 centimetre
1155,
1156,1250 millilitre
1157,120 centimetre
1158,
1159,3.1 inch
1160,
1161,76 centimetre
1162,
1163,
1164,
1165,60 inch
1166,
1167,11.6 inch
1168,
1169,7.9 inch
1170,
1171,3.9 inch
1172,
1173,8 centimetre
1174,
1175,160 centimetre
1176,
1177,10.9 ounce
1178,110 centimetre
1179,10.62 inch
1180,
1181,2.2 fluid ounce
1182,253 fluid ounce
1183,
1184,98 centimetre
1185,12 volt
1186,1 gallon
1187,
1188,15 inch
1189,21.5 pound
1190,40 metre
1191,
1192,
1193,90 centimetre
1194,180 centimetre
1195,190 centimetre
1196,60 centimetre
1197,
1198,3.14 inch
1199,2.36 inch
1200,48.26 centimetre
1201,72 centimetre
1202,200 kilogram
1203,35.440 centimetre
1204,
1205,6 centimetre
1206,
1207,35 centimetre
1208,5 centimetre
1209,
1210,26 inch
1211,
1212,
1213,60 centimetre
1214,
1215,14.5 ounce
1216,60 centimetre
1217,
1218,
1219,
1220,
1221,3.93 inch
1222,
1223,19 centimetre
1224,0.6 kilogram
1225,
1226,
1227,20 centimetre
1228,2 centimetre
1229,4.8 centimetre
1230,15.4 inch
1231,24 inch
1232,
1233,
1234,
1235,76.2 centimetre
1236,
1237,42 centimetre
1238,
1239,
1240,
1241,10 ounce
1242,2 fluid ounce
1243,
1244,
1245,5 centimetre
1246,4 ounce
1247,1575.5700 centimetre
1248,
1249,4.9 inch
1250,5.7 inch
1251,12 fluid ounce
1252,6 centimetre
1253,
1254,
1255,3.3 kilogram
1256,350 pound
1257,
1258,9.8 centimetre
1259,13 centimetre
1260,12 fluid ounce
1261,
1262,0.8 inch
1263,60 centimetre
1264,360 pound
1265,
1266,
1267,80 centimetre
1268,
1269,177.98 centimetre
1270,63.09 centimetre
1271,
1272,
1273,
1274,8.4 fluid ounce
1275,89 metre
1276,
1277,150 metre
1278,
1279,
1280,120 kilogram
1281,142171 centimetre
1282,34.22 ounce
1283,21 ounce
1284,250 millilitre
1285,
1286,23.625 inch
1287,
1288,
1289,180 centimetre
1290,8 pound
1291,6 ounce
1292,33 centimetre
1293,
1294,
1295,14.8 centimetre
1296,187.96 centimetre
1297,
1298,7.88 inch
1299,
1300,16.25 inch
1301,60 centimetre
1302,60 centimetre
1303,5.3 ounce
1304,46152.4 centimetre
1305,750 watt
1306,47 centimetre
1307,53 centimetre
1308,
1309,
1310,22.45 kilogram
1311,7 ounce
1312,
1313,
1314,2.5 centimetre
1315,15.8 inch
1316,
1317,3.3 inch
1318,
1319,
1320,38 centimetre
1321,0.38 ounce
1322,
1323,25 centimetre
1324,
1325,
1326,2.5 inch
1327,31 ounce
1328,
1329,
1330,12.2 centimetre
1331,9.0 kilogram
1332,
1333,
1334,90 centimetre
1335,
1336,
1337,1.85 inch
1338,190 centimetre
1339,60 centimetre
1340,3.5 pound
1341,50 centimetre
1342,0.11 ounce
1343,105 centimetre
1344,10 centimetre
1345,6.1 inch
1346,
1347,
1348,
1349,220 pound
1350,
1351,16 ounce
1352,
1353,12 volt
1354,
1355,1.77 inch
1356,
1357,6.0 inch
1358,
1359,
1360,60 centimetre
1361,
1362,
1363,6 metre
1364,
1365,30 inch
1366,
1367,
1368,12 ounce
1369,14.9 volt
1370,75 ounce
1371,
1372,
1373,
1374,96 centimetre
1375,50 centimetre
1376,96 centimetre
1377,30.48 centimetre
1378,244 centimetre
1379,
1380,3.7 volt
1381,33.86 inch
1382,16.78 inch
1383,50 centimetre
1384,
1385,
1386,6 volt
1387,54 centimetre
1388,2.3 centimetre
1389,
1390,35.5 inch
1391,
1392,80 centimetre
1393,4 fluid ounce
1394,100 centimetre
1395,39.450 centimetre
1396,
1397,21 centimetre
1398,5.5 centimetre
1399,
1400,72 centimetre
1401,1.8 kilogram
1402,9.8 inch
1403,
1404,
1405,26130 centimetre
1406,35 pound
1407,
1408,17.5 ounce
1409,11 centimetre
1410,15 centimetre
1411,
1412,12 volt
1413,
1414,500 watt
1415,
1416,74 centimetre
1417,60 pound
1418,
1419,60 centimetre
1420,50 centimetre
1421,50 centimetre
1422,
1423,
1424,14 metre
1425,
1426,345 ton
1427,18 watt
1428,
1429,4 centimetre
1430,
1431,
1432,
1433,140 centimetre
1434,
1435,612 centimetre
1436,60 centimetre
1437,47.240 centimetre
1438,1.35 volt
1439,
1440,1600 watt
1441,
1442,
1443,9 centimetre
1444,455 metre
1445,7110.5 kilogram
1446,2 watt
1447,
1448,
1449,11 kilogram
1450,33 centimetre
1451,800 milligram
1452,
1453,
1454,10 centimetre
1455,7.5 centimetre
1456,50 inch
1457,
1458,
1459,
1460,
1461,50 centimetre
1462,
1463,7.1 inch
1464,22.5 centimetre
1465,24 volt
1466,2.8 watt
1467,9.3 inch
1468,
1469,3.5 pound
1470,41 centimetre
1471,
1472,94 metre
1473,25 pound
1474,73 centimetre
1475,0.07 inch
1476,
1477,40 centimetre
1478,
1479,
1480,
1481,18 volt
1482,50 metre
1483,57 metre
1484,
1485,80 centimetre
1486,78 centimetre
1487,100 kilogram
1488,
1489,18 volt
1490,50 metre
1491,
1492,157 centimetre
1493,
1494,
1495,
1496,
1497,12 inch
1498,300 pound
1499,600 milligram
1500,1.5 inch
1501,0.4 inch
1502,
1503,55 centimetre
1504,2.4 kilogram
1505,
1506,580 metre
1507,
1508,3.5 inch
1509,9 centimetre
1510,
1511,
1512,1118 centimetre
1513,
1514,320 metre
1515,12 volt
1516,
1517,14.3 ounce
1518,10.22 inch
1519,
1520,
1521,57 centimetre
1522,"668,665.71 volt"
1523,
1524,
1525,7.618 centimetre
1526,
1527,
1528,
1529,14 ounce
1530,
1531,
1532,2.12 ounce
1533,3.5 inch
1534,1.5 inch
1535,1.4 kilowatt
1536,
1537,1418 volt
1538,11.8 inch
1539,
1540,25 centimetre
1541,5 centimetre
1542,
1543,500 millilitre
1544,
1545,215 centimetre
1546,12120 centimetre
1547,
1548,800 pound
1549,4.5 ton
1550,
1551,
1552,0.97 inch
1553,330 pound
1554,
1555,48 ounce
1556,
1557,
1558,
1559,2.4 inch
1560,8.3 inch
1561,
1562,150 kilogram
1563,80 centimetre
1564,26.4 centimetre
1565,9.8 centimetre
1566,
1567,
1568,1.6 inch
1569,2.5 inch
1570,
1571,57.66 centimetre
1572,1.6 kilogram
1573,4 ounce
1574,
1575,
1576,70 metre
1577,
1578,22 pound
1579,
1580,110 volt
1581,
1582,
1583,45 watt
1584,
1585,35 centimetre
1586,
1587,
1588,25.8 metre
1589,
1590,5.7 inch
1591,
1592,13.8 inch
1593,
1594,
1595,42 107 centimetre
1596,20 millilitre
1597,100 centimetre
1598,150 centimetre
1599,
1600,166 centimetre
1601,15 centimetre
1602,
1603,30 centimetre
1604,
1605,
1606,250 metre
1607,97 centimetre
1608,
1609,3.25 inch
1610,
1611,76 centimetre
1612,1.9 inch
1613,
1614,3.9 inch
1615,350 pound
1616,
1617,6.48 inch
1618,1500 watt
1619,3 ton
1620,
1621,
1622,120 3 watt
1623,
1624,
1625,
1626,20 volt
1627,
1628,
1629,
1630,
1631,
1632,135 kilogram
1633,10.75 ounce
1634,3.7 volt
1635,1 pound
1636,
1637,7.87 inch
1638,
1639,3.8 volt
1640,6.2 ton
1641,
1642,35.5 centimetre
1643,
1644,
1645,
1646,
1647,150 centimetre
1648,7.5 centimetre
1649,
1650,160 centimetre
1651,80 centimetre
1652,20.4100 centimetre
1653,52 centimetre
1654,
1655,
1656,24 centimetre
1657,17.350 centimetre
1658,13 inch
1659,
1660,
1661,12.5 centimetre
1662,
1663,900 watt
1664,
1665,
1666,66.6 watt
1667,12 fluid ounce
1668,3.5 ounce
1669,1.5 centimetre
1670,
1671,
1672,6 centimetre
1673,65 centimetre
1674,187 pound
1675,15.5 centimetre
1676,8 fluid ounce
1677,20.6 pound
1678,
1679,
1680,
1681,4.92 inch
1682,3 ounce
1683,
1684,
1685,40 metre
1686,510.8 centimetre
1687,
1688,1.5 metre
1689,16 metre
1690,
1691,110 pound
1692,30 kilogram
1693,5.9 inch
1694,
1695,
1696,100 kilogram
1697,100 kilogram
1698,265 pound
1699,
1700,12 volt
1701,
1702,7 centimetre
1703,
1704,1428 centimetre
1705,20 centimetre
1706,4 ounce
1707,125 metre
1708,
1709,6.5 centimetre
1710,
1711,2.7 metre
1712,
1713,2 centimetre
1714,
1715,4.7 inch
1716,0.99 kilogram
1717,140 cup
1718,
1719,17 centimetre
1720,76.2 centimetre
1721,
1722,7.5 centimetre
1723,
1724,2930 watt
1725,59 pound
1726,110 volt
1727,150 kilogram
1728,250 kilogram
1729,250 kilogram
1730,
1731,76.2 centimetre
1732,250 pound
1733,
1734,81 centimetre
1735,
1736,26 centimetre
1737,
1738,
1739,218 volt
1740,200 kilogram
1741,
1742,9 inch
1743,20.5110 pound
1744,11.5 ounce
1745,120 volt
1746,750 watt
1747,340 metre
1748,42 metre
1749,180 metre
1750,11.4 metre
1751,35 metre
1752,2 ton
1753,
1754,24050 watt
1755,20.5 centimetre
1756,
1757,6717 metre
1758,
1759,
1760,
1761,
1762,7 centimetre
1763,13.7 centimetre
1764,120 volt
1765,15 ton
1766,
1767,25 metre
1768,16.3 kilogram
1769,265 pound
1770,120 pound
1771,
1772,220 volt
1773,
1774,4.13 inch
1775,1 kilogram
1776,2.12 ounce
1777,
1778,27 inch
1779,20 volt
1780,
1781,24 centimetre
1782,4 inch
1783,
1784,249.72 metre
1785,
1786,
1789,920.1 centimetre
1790,
1791,10 centimetre
1792,620120 pound
1793,10 ounce
1794,
1795,37 centimetre
1796,35 centimetre
1797,
1798,0.9 inch
1799,
1800,63 centimetre
1801,5.515 ounce
1802,265 pound
1803,
1804,
1805,
1806,
1807,
1808,1775 centimetre
1809,
1810,19 centimetre
1811,
1812,16 centimetre
1813,3.1 centimetre
1814,
1815,150 kilogram
1816,10.62 inch
1817,
1818,7 ounce
1819,20 volt
1820,3 fluid ounce
1821,
1822,7.0 inch
1823,
1824,29607 watt
1825,
1826,
1827,36.6 centimetre
1828,
1829,3.14 inch
1830,7 centimetre
1831,
1832,261261.5 centimetre
1833,75 centimetre
1834,130 centimetre
1835,
1836,
1837,51.0 inch
1838,
1839,180 centimetre
1840,25.5 centimetre
1841,14.3 ounce
1842,40.623 centimetre
1843,29 centimetre
1844,5384 centimetre
1845,5774188 centimetre
1846,
1847,
1848,
1849,
1850,20 centimetre
1851,
1852,2.7 inch
1853,
1854,20 centimetre
1855,265 pound
1856,440 metre
1857,73.5 metre
1858,350 pound
1859,50 pound
1860,600 millilitre
1861,70 pound
1862,
1863,4.1 inch
1864,55 centimetre
1865,26 centimetre
1866,
1867,
1868,
1869,7.7 pound
1870,
1871,200 metre
1872,
1873,7.9 inch
1874,9 centimetre
1875,
1876,4 pound
1877,
1878,
1879,
1880,
1881,12 volt
1882,
1883,
1884,11.4 inch
1885,3 inch
1886,
1887,
1888,21.6 centimetre
1889,
1890,22.5 centimetre
1891,
1892,5.9 inch
1893,20.5 centimetre
1894,2.9 pound
1895,
1896,
1897,47 centimetre
1898,12 ounce
1899,36 centimetre
1900,39800 pound
1901,1.1 inch
1902,
1903,
1904,4.7 inch
1905,2.9 inch
1906,
1907,200 pound
1908,17.0 centimetre
1909,6.0 centimetre
1910,
1911,9 inch
1912,
1913,14.5 centimetre
1914,18 volt
1915,500 kilogram
1916,500 kilogram
1917,300 pound
1918,20.5 centimetre
1919,33 pound
1920,
1921,
1922,120 centimetre
1923,115 metre
1924,1.9 centimetre
1925,18 centimetre
1926,125 ton
1927,11.2 fluid ounce
1928,60.5 centimetre
1929,8.1800 millilitre
1930,
1931,13.7 inch
1932,
1933,59 centimetre
1934,120 volt
1935,60 centimetre
1936,
1937,110 volt
1938,
1939,150 kilogram
1940,
1941,
1942,
1943,
1944,40 centimetre
1945,1.5 litre
1946,
1947,76 centimetre
1948,120 centimetre
1949,14.5 centimetre
1951,
1952,4.2 ounce
1953,
1954,
1955,131 centimetre
1956,
1957,300 ton
1958,3.08 pound
1959,2.65 inch
1960,500 millilitre
1961,8 centimetre
1962,8 centimetre
1963,
1964,16 inch
1965,7 inch
1966,0.44 pound
1967,
1968,140 metre
1969,150 metre
1970,
1971,35 pound
1972,2.5 centimetre
1973,8 centimetre
1974,8 centimetre
1975,146 metre
1976,
1977,1200 metre
1978,10 ounce
1979,
1980,92 metre
1981,
1982,18 ounce
1983,
1984,25 centimetre
1985,
1986,18 volt
1987,61 pound
1988,2.2 ounce
1989,300 pound
1990,30 centimetre
1991,
1992,
1993,
1994,5 centimetre
1995,190 centimetre
1996,26.79 centimetre
1997,19.5 centimetre
1998,
1999,
2000,3344 metre
2001,150 centimetre
2002,
2003,
2004,800600 watt
2005,120 volt
2006,
2007,40 centimetre
2008,12 14935 centimetre
2009,0.5 pound
2010,
2011,15.5 watt
2012,2.56 inch
2013,0.98 inch
2014,
2015,
2016,108 centimetre
2017,11.5 fluid ounce
2018,1.6 pound
2019,
2020,
2021,
2022,5550 ton
2023,58 inch
2024,
2025,
2026,18 centimetre
2027,
2028,55 centimetre
2029,33 centimetre
2030,170 centimetre
2031,
2032,
2033,6.00 centimetre
2034,
2035,
2036,
