index,prediction
549,190 centimetre
550,60 centimetre
551,
552,9.8 inch
553,
554,
555,2.1 inch
556,
557,4 inch
558,3 inch
559,25 kilogram
560,
561,18 volt
562,
563,15.72 inch
564,
565,31 ounce
566,3 kilogram
567,
568,
569,15 centimetre
570,
571,176 centimetre
572,
573,16 ounce
574,11.8 fluid ounce
575,86 ounce
576,3.3 kilogram
577,
578,
579,140 centimetre
580,
581,15.75 inch
582,
583,
584,350 watt
585,
586,3.52 ounce
587,200 kilogram
588,9 kilogram
589,2.1 ounce
590,
591,1 ton
592,60 centimetre
593,
594,54 centimetre
595,10.8 inch
596,
597,
598,25.2 volt
599,
600,
601,17.63 ounce
602,250 millilitre
603,30 centimetre
604,
605,
606,0.9 inch
607,80 watt
608,12 volt
609,30 centimetre
610,171 centimetre
611,42.01 centimetre
612,50 inch
613,
614,
615,
616,24 volt
617,2.65 pound
618,
619,
620,21881 ton
621,25 watt
622,
623,7.8 inch
624,
625,2.8 inch
626,
627,35 centimetre
628,80 centimetre
629,70.1 inch
630,
631,
632,
633,5 inch
634,
635,7 centimetre
636,30 centimetre
637,16.5 inch
638,70 inch
639,
640,
641,19 inch
642,6 volt
643,120 centimetre
644,1000 watt
645,110 volt
646,
647,10.2 inch
648,5.07 fluid ounce
649,
650,110 volt
651,
652,40 watt
653,5 pound
654,
655,14.37 inch
656,17.87 inch
657,40 centimetre
658,80 centimetre
659,
660,11 centimetre
661,13 centimetre
662,
663,26 centimetre
664,
665,160 centimetre
666,
667,53.5 centimetre
668,
669,300 pound
670,236 millilitre
671,
672,7.3 ounce
673,8 inch
674,
675,100 centimetre
676,55 centimetre
677,
678,
679,47.24 inch
680,
681,15.1 centimetre
682,
683,4.7 inch
684,
685,750 millilitre
686,5 volt
687,90 centimetre
688,11 inch
689,
690,
691,14 metre
692,2 kilogram
693,
694,130 centimetre
695,20 watt
696,
697,18 centimetre
698,
699,
700,
701,1 ton
702,
703,9 centimetre
704,6 centimetre
705,7.87 inch
706,
707,52 centimetre
708,16.51 inch
709,
710,5 centimetre
711,
712,
713,20 centimetre
714,
715,15 centimetre
716,4.5 centimetre
717,
718,17 inch
719,0.12 ounce
720,
721,11.8 inch
722,23 pound
723,
724,
725,0.1 kilogram
726,10 ton
727,
728,
729,25.2 volt
730,
731,101.6 centimetre
732,95.25 centimetre
733,15 centimetre
734,150 centimetre
735,15.5 centimetre
736,
737,5 metre
738,8 metre
739,
740,16 fluid ounce
741,3.9 inch
742,
743,38 inch
744,400 watt
745,
746,32 ounce
747,35 metre
748,0.5 metre
749,
750,11 inch
751,275 pound
752,3.5 inch
753,5.9 inch
754,
755,
756,0.5 inch
757,
758,10 inch
759,
760,1.75 ounce
761,
762,
764,59.94 centimetre
765,4 fluid ounce
766,40 centimetre
767,
768,2.75 inch
769,
770,38 inch
771,38 inch
772,1000 watt
773,110 volt
774,
775,51 watt
776,
777,
778,3.4 centimetre
779,
780,
781,0.219 pound
782,81 metre
783,
784,
785,
786,
787,19 inch
788,1.7 kilogram
789,
790,3.8 inch
791,
792,
793,5.1 inch
794,
795,15.35 inch
796,21.1 volt
797,
798,5 metre
799,
800,
801,
802,22 inch
803,30 inch
804,26 inch
805,
806,
807,11.375 inch
808,28.5 centimetre
809,
810,
811,71 ton
812,2.45 ounce
813,
814,31 centimetre
815,250 millilitre
816,
817,
818,
819,4 ounce
820,2 centimetre
821,5 centimetre
822,60 centimetre
823,12 volt
824,1.6 watt
825,7 pound
826,3.5 inch
827,
828,45 centimetre
829,400 pound
830,8.5 ounce
831,
832,
833,
834,
835,1 inch
836,
837,
838,25 metre
839,
840,29.5 inch
841,43.3 inch
842,
843,12.7 ounce
844,16 ounce
845,
846,
847,35 centimetre
848,5 kilogram
849,3.75 cubic inch
850,
851,
852,
853,4.625 inch
854,
855,17 centimetre
856,50 centimetre
857,40 centimetre
858,24.2 pound
859,12 fluid ounce
860,
861,
862,300 pound
863,
864,7 centimetre
865,23 centimetre
866,
867,150 millilitre
868,
869,75 inch
870,
871,10.8 centimetre
872,
873,
874,120 centimetre
875,5 pound
876,40.5 centimetre
877,180 centimetre
878,
879,60 centimetre
880,
881,13.0 centimetre
882,28 ounce
883,3.14 inch
884,
885,1 pound
886,20 watt
887,
888,
889,12 volt
890,
891,120 centimetre
892,
893,33 inch
894,
895,
896,
897,300 centimetre
898,46 centimetre
899,
900,
901,40 centimetre
902,15.5 centimetre
903,
904,4 fluid ounce
905,
906,167 centimetre
907,
908,
909,41 inch
910,30 centimetre
911,180 centimetre
912,1.0 centimetre
913,220 volt
914,
915,76 ounce
916,2.75 inch
917,12.9 inch
918,50 centimetre
919,60 centimetre
920,
921,220 volt
922,90 centimetre
923,25.5 centimetre
924,30 centimetre
925,
926,120 centimetre
927,
928,28.5 inch
929,
930,
931,9.2 inch
932,30 centimetre
933,12 volt
934,500 watt
935,120 volt
936,
937,30 centimetre
938,
939,
940,
941,
942,
943,
944,7.8 inch
945,3 inch
946,14 inch
947,
948,2.1 kilogram
949,1.18 inch
950,
951,
952,3.9 inch
953,
954,50 centimetre
955,30 centimetre
956,120 centimetre
957,190.37 metre
958,
959,185 metre
960,
961,
962,3.5 centimetre
963,28 centimetre
964,
965,
966,2.75 inch
967,
968,
969,
970,
971,
972,30 pound
973,
974,2.75 inch
975,3.9 inch
976,10 pound
977,0.67 inch
978,8 inch
979,9 ounce
980,80 millilitre
981,16 ounce
982,
983,2.7 inch
984,40.2 inch
985,203.2 centimetre
986,8.4 fluid ounce
987,19 centimetre
988,
989,30 centimetre
990,10.5 inch
991,98 ounce
992,5.11 inch
993,
994,3.34 inch
995,
996,80 centimetre
997,7.05 ounce
998,
999,10 ounce
1000,2120 volt
1001,
1002,16 pound
1003,
1004,3.74 inch
1005,32 fluid ounce
1006,
1007,9 centimetre
1008,0.38 pound
1009,31.9 inch
1010,8.5 inch
1011,
1012,
1013,53 watt
1014,
1015,
1016,47 centimetre
1017,
1018,
1019,75 ounce
1020,72.01 centimetre
1021,
1022,1.25 inch
1023,148 metre
1024,
1025,44.96 centimetre
1026,
1027,16 ounce
1028,500 pound
1029,
1030,17.68 inch
1031,
1032,96 centimetre
1033,230 volt
1034,17 watt
1035,6 volt
1036,180 centimetre
1037,12 fluid ounce
1038,5 centimetre
1039,
1040,18.0 cup
1041,5.5 inch
1042,129 centimetre
1043,2.3 inch
1044,
1045,59 centimetre
1046,
1047,
1048,12 watt
1049,
1050,48 inch
1051,
1052,7 centimetre
1053,
1054,
1055,100 centimetre
1056,25 centimetre
1057,5 inch
1058,7 inch
1059,12 ounce
1060,
1061,24 volt
1062,
1063,
1064,240 volt
1065,128 centimetre
1066,
1067,
1068,23 centimetre
1069,34 ton
1070,7.0 inch
1071,
1072,4.5 inch
1073,78.7 inch
1074,
1075,2.5 inch
1076,
1077,70 centimetre
1078,4 inch
1079,2 inch
1080,15 inch
1081,
1082,
1083,
1084,163 centimetre
1085,
1086,2.8 inch
1087,10 centimetre
1088,
1089,
1090,11 pound
1091,11.6 inch
1092,
1093,7.9 metre
1094,
1095,
1096,9 centimetre
1097,6 centimetre
1098,37.4 inch
1099,
1100,
1101,10.6 pound
1102,3.88 inch
1103,5.25 inch
1104,
1105,
1106,68 centimetre
1107,
1108,2.63 inch
1109,13.7 inch
1110,
1111,
1112,180 centimetre
1113,45 centimetre
1114,5 volt
1115,80 centimetre
1116,
1117,7.47 inch
1118,
1119,
1120,10 inch
1121,4.7 inch
1122,
1123,80 centimetre
1124,9 kilogram
1125,36 centimetre
1126,5 centimetre
1127,5 watt
1128,
1129,10.2 inch
1130,
1131,24 volt
1132,
1133,
1134,
1135,47 centimetre
1136,200 pound
1137,
1138,0.8 centimetre
1139,21 centimetre
1140,
1141,50 centimetre
1142,17 centimetre
1143,
1144,
1145,7.87 inch
1146,
1147,7 centimetre
1148,
1149,
1150,
1151,29.5 centimetre
1152,
1153,45 centimetre
1154,45 centimetre
1155,
1156,1250 millilitre
1157,120 centimetre
1158,
1159,3.1 inch
1160,34.3 inch
1161,76 centimetre
1162,
1163,
1164,
1165,108 inch
1166,
1167,7.9 inch
1168,
1169,11.6 inch
1170,
1171,4.5 inch
1172,
1173,8 centimetre
1174,
1175,50 centimetre
1176,
1177,10.9 ounce
1178,110 centimetre
1179,10.62 inch
1180,
1181,2.2 fluid ounce
1182,253 fluid ounce
1183,
1184,98 centimetre
1185,12 volt
1186,1 gallon
1187,
1188,25 inch
1189,21.5 pound
1190,40 metre
1191,
1192,
1193,90 centimetre
1194,180 centimetre
1195,190 centimetre
1196,32 centimetre
1197,
1198,3.14 inch
1199,2.36 inch
1200,72 centimetre
1201,45.72 centimetre
1202,200 kilogram
1203,40 centimetre
1204,2.8 inch
1205,5 centimetre
1206,
1207,5 centimetre
1208,35 centimetre
1209,
1210,22 inch
1211,
1212,
1213,60 centimetre
1214,
1215,14.5 ounce
1216,140 centimetre
1217,
1218,
1219,
1220,
1221,3.93 inch
1222,
1223,13.5 centimetre
1224,0.6 kilogram
1225,35.5 inch
1226,
1227,4.8 centimetre
1228,2 centimetre
1229,20 centimetre
1230,9.6 inch
1231,18 inch
1232,
1233,1 inch
1234,
1235,50.8 centimetre
1236,
1237,53 centimetre
1238,
1239,18 inch
1240,
1241,10 ounce
1242,2 fluid ounce
1243,14.57 inch
1244,
1245,11.3 centimetre
1246,4 ounce
1247,400 centimetre
1248,
1249,4.9 inch
1250,5.7 inch
1251,12 fluid ounce
1252,6 centimetre
1253,
1254,
1255,3.3 kilogram
1256,350 pound
1257,
1258,7.5 centimetre
1259,13 centimetre
1260,12 fluid ounce
1261,
1262,0.8 inch
1263,60 centimetre
1264,360 pound
1265,18 inch
1266,
1267,80 centimetre
1268,
1269,177.98 centimetre
1270,35.61 centimetre
1271,
1272,
1273,
1274,8.4 fluid ounce
1275,89 metre
1276,
1277,150 metre
1278,
1279,
1280,120 kilogram
1281,30 centimetre
1282,34.22 ounce
1283,21 ounce
1284,250 millilitre
1285,
1286,16.5 inch
1287,35.4 inch
1288,35.4 inch
1289,180 centimetre
1290,8 pound
1291,6 ounce
1292,22 centimetre
1293,
1294,
1295,9.6 centimetre
1296,76.96 centimetre
1297,
1298,7.88 inch
1299,
1300,8.5 inch
1301,60 centimetre
1302,60 centimetre
1303,5.3 ounce
1304,116.8 centimetre
1305,750 watt
1306,160 centimetre
1307,47 centimetre
1308,
1309,
1310,22.45 kilogram
1311,7 ounce
1312,35.4 inch
1313,
1314,2.5 centimetre
1315,15.8 inch
1316,
1317,3.3 inch
1318,
1319,
1320,21 centimetre
1321,0.38 ounce
1322,
1323,25 centimetre
1324,
1325,
1326,2.5 inch
1327,31 ounce
1328,
1329,
1330,12.2 centimetre
1331,9.0 kilogram
1332,
1333,
1334,210 centimetre
1335,
1336,
1337,1.85 inch
1338,60 centimetre
1339,32 centimetre
1340,3.5 pound
1341,50 centimetre
1342,0.11 ounce
1343,105 centimetre
1344,6.5 centimetre
1345,12 inch
1346,
1347,
1348,
1349,220 pound
1350,
1351,16 ounce
1352,
1353,12 volt
1354,
1355,5.89 inch
1356,
1357,6.0 inch
1358,
1359,
1360,60 centimetre
1361,
1362,
1363,5 metre
1364,
1365,30 inch
1366,
1367,
1368,12 ounce
1369,14.9 volt
1370,75 ounce
1371,
1372,
1373,
1374,50 centimetre
1375,34 centimetre
1376,50 centimetre
1377,30.48 centimetre
1378,244 centimetre
1379,
1380,3.7 volt
1381,33.86 inch
1382,13.39 inch
1383,5 centimetre
1384,
1385,
1386,6 volt
1387,43 centimetre
1388,2.3 centimetre
1389,
1390,35.5 inch
1391,
1392,80 centimetre
1393,4 fluid ounce
1394,100 centimetre
1395,50 centimetre
1396,33.9 inch
1397,21 centimetre
1398,5.5 centimetre
1399,
1400,48.01 centimetre
1401,1.8 kilogram
1402,3.9 inch
1403,
1404,
1405,30 centimetre
1406,35 pound
1407,8 inch
1408,17.5 ounce
1409,15 centimetre
1410,13 centimetre
1411,
1412,12 volt
1413,
1414,500 watt
1415,
1416,74 centimetre
1417,60 pound
1418,
1419,60 centimetre
1420,50 centimetre
1421,50 centimetre
1422,
1423,
1424,74 metre
1425,
1426,45 ton
1427,18 watt
1428,
1429,45 centimetre
1430,31.5 inch
1431,12.7 inch
1432,3.75 inch
1433,140 centimetre
1434,
1435,12 centimetre
1436,60 centimetre
1437,120 centimetre
1438,1.35 volt
1439,
1440,1600 watt
1441,
1442,
1443,9 centimetre
1444,330 metre
1445,110.5 kilogram
1446,2 watt
1447,
1448,
1449,11 kilogram
1450,33 centimetre
1451,800 milligram
1452,
1453,
1454,10 centimetre
1455,17 centimetre
1456,50 inch
1457,
1458,
1459,
1460,
1461,43 centimetre
1462,
1463,1003.3 inch
1464,22.5 centimetre
1465,24 volt
1466,2.8 watt
1467,9.3 inch
1468,
1469,3.5 pound
1470,33 centimetre
1471,
1472,168 metre
1473,25 pound
1474,73 centimetre
1475,0.07 inch
1476,
1477,40 centimetre
1478,
1479,
1480,88 inch
1481,18 volt
1482,50 metre
1483,57 metre
1484,
1485,78 centimetre
1486,30 centimetre
1487,100 kilogram
1488,
1489,18 volt
1490,50 metre
1491,
1492,157 centimetre
1493,5.42 inch
1494,
1495,
1496,13.8 inch
1497,9.5 inch
1498,300 pound
1499,600 milligram
1500,1.5 inch
1501,0.4 inch
1502,
1503,90 centimetre
1504,2.4 kilogram
1505,
1506,1968 metre
1507,
1508,3.5 inch
1509,5 centimetre
1510,
1511,
1512,28 centimetre
1513,
1514,264 metre
1515,12 volt
1516,
1517,14.3 ounce
1518,10.22 inch
1519,
1520,
1521,57 centimetre
1522,12 volt
1523,8 inch
1524,
1525,18 centimetre
1526,
1527,33.9 inch
1528,
1529,14 ounce
1530,29.72 inch
1531,33.27 inch
1532,2.12 ounce
1533,2 inch
1534,1.5 inch
1535,1.4 kilowatt
1536,
1537,1418 volt
1538,4.7 inch
1539,
1540,25 centimetre
1541,5 centimetre
1542,
1543,500 millilitre
1544,
1545,110 centimetre
1546,70 centimetre
1547,
1548,800 pound
1549,
1550,
1551,
1552,1.77 inch
1553,330 pound
1554,
1555,48 ounce
1556,
1557,
1558,
1559,2.4 inch
1560,8.3 inch
1561,
1562,150 kilogram
1563,80 centimetre
1564,9.8 centimetre
1565,26.4 centimetre
1566,
1567,
1568,1.6 inch
1569,2.5 inch
1570,
1571,24.64 centimetre
1572,1.6 kilogram
1573,4 ounce
1574,
1575,
1576,70 metre
1577,
1578,22 pound
1579,
1580,110 volt
1581,
1582,
1583,45 watt
1584,
1585,35 centimetre
1586,
1587,
1588,100 metre
1589,
1590,5.7 inch
1591,
1592,5.5 inch
1593,
1594,
1595,42 inch
1596,20 millilitre
1597,120 centimetre
1598,80 centimetre
1599,
1600,15 centimetre
1601,15 centimetre
1602,
1603,30 centimetre
1604,
1605,
1606,250 metre
1607,97 centimetre
1608,
1609,3.25 inch
1610,
1611,5 centimetre
1612,1.9 inch
1613,
1614,9 inch
1615,350 pound
1616,
1617,6.48 inch
1618,1500 watt
1619,3 ton
1620,
1621,
1622,3 watt
1623,
1624,
1625,
1626,20 volt
1627,
1628,
1629,
1630,9.8 inch
1631,2.9 inch
1632,135 kilogram
1633,10.75 ounce
1634,3.7 volt
1635,1 pound
1636,
1637,7.87 inch
1638,
1639,3.8 volt
1640,350 pound
1641,
1642,35.5 centimetre
1643,
1644,
1645,3 inch
1646,11 inch
1647,7.5 centimetre
1648,150 centimetre
1649,
1650,160 centimetre
1651,80 centimetre
1652,100 centimetre
1653,52 centimetre
1654,
1655,
1656,24 centimetre
1657,5 centimetre
1658,13 inch
1659,
1660,
1661,12.5 centimetre
1662,
1663,900 watt
1664,
1665,
1666,
1667,12 fluid ounce
1668,3.5 ounce
1669,1.5 centimetre
1670,
1671,
1672,6 centimetre
1673,95 centimetre
1674,187 pound
1675,9.5 centimetre
1676,8 fluid ounce
1677,330 pound
1678,34 inch
1679,
1680,
1681,11.02 inch
1682,3 ounce
1683,
1684,
1685,40 metre
1686,10.8 centimetre
1687,35 inch
1688,1.5 metre
1689,16 metre
1690,
1691,110 pound
1692,30 kilogram
1693,5.9 inch
1694,
1695,
1696,100 kilogram
1697,100 kilogram
1698,265 pound
1699,
1700,12 volt
1701,
1702,7 centimetre
1703,
1704,1428 centimetre
1705,15.7 centimetre
1706,4 ounce
1707,60 metre
1708,
1709,22 centimetre
1710,
1711,2.7 metre
1712,
1713,2 centimetre
1714,
1715,1.5 inch
1716,0.99 kilogram
1717,140 cup
1718,
1719,12 centimetre
1720,9 centimetre
1721,
1722,13.9 centimetre
1723,
1724,2930 watt
1725,59 pound
1726,110 volt
1727,150 kilogram
1728,250 kilogram
1729,250 kilogram
1730,
1731,76.2 centimetre
1732,250 pound
1733,
1734,81 centimetre
1735,
1736,26 centimetre
1737,
1738,
1739,218 volt
1740,200 kilogram
1741,
1742,5.8 inch
1743,110 pound
1744,11.5 ounce
1745,120 volt
1746,750 watt
1747,180 metre
1748,340 metre
1749,42 metre
1750,35 metre
1751,11.4 metre
1752,
1753,
1754,4050 watt
1755,13 centimetre
1756,16 inch
1757,0.75 inch
1758,17.75 inch
1759,
1760,
1761,
1762,0.7 centimetre
1763,13.7 centimetre
1764,120 volt
1765,12 ounce
1766,
1767,66 metre
1768,16.3 kilogram
1769,265 pound
1770,120 pound
1771,
1772,220 volt
1773,
1774,4.13 inch
1775,1 kilogram
1776,2.12 ounce
1777,
1778,20 inch
1779,20 volt
1780,
1781,18 centimetre
1782,10 inch
1783,
1784,249.72 metre
1785,
1786,6.3 inch
1789,31.1 inch
1790,
1791,10 centimetre
1792,620120 pound
1793,10 ounce
1794,
1795,37 centimetre
1796,400 centimetre
1797,
1798,4.1 inch
1799,
1800,63 centimetre
1801,15 ounce
1802,265 pound
1803,18 inch
1804,21 inch
1805,
1806,
1807,
1808,1775 centimetre
1809,
1810,19 centimetre
1811,
1812,16 centimetre
1813,3.1 centimetre
1814,
1815,150 kilogram
1816,7.87 inch
1817,
1818,7 ounce
1819,20 volt
1820,3 fluid ounce
1821,
1822,7.0 inch
1823,
1824,29607 watt
1825,
1826,
1827,36.6 centimetre
1828,
1829,3.14 inch
1830,7 centimetre
1831,
1832,4 inch
1833,75 centimetre
1834,130 centimetre
1835,
1836,
1837,21.97 inch
1838,
1839,75 centimetre
1840,1.1 centimetre
1841,14.3 ounce
1842,23 centimetre
1843,29 centimetre
1844,2.2 centimetre
1845,188 centimetre
1846,
1847,
1848,
1849,
1850,12.5 centimetre
1851,
1852,2.7 inch
1853,
1854,12 centimetre
1855,265 pound
1856,73.5 metre
1857,430 metre
1858,350 pound
1859,50 pound
1860,600 millilitre
1861,70 pound
1862,
1863,1.2 inch
1864,45 centimetre
1865,26 centimetre
1866,
1867,
1868,
1869,7.7 pound
1870,
1871,40 metre
1872,
1873,2.0 inch
1874,12 centimetre
1875,
1876,4 pound
1877,
1878,
1879,
1880,
1881,12 volt
1882,
1883,
1884,3 inch
1885,11.4 inch
1886,
1887,
1888,9 centimetre
1889,
1890,40 centimetre
1891,
1892,2.95 inch
1893,13.5 centimetre
1894,2.9 pound
1895,
1896,
1897,42 centimetre
1898,12 ounce
1899,36 centimetre
1900,800 pound
1901,1.1 inch
1902,
1903,
1904,4.7 inch
1905,2.9 inch
1906,
1907,200 pound
1908,17.0 centimetre
1909,6.0 centimetre
1910,
1911,9 inch
1912,
1913,14.5 centimetre
1914,18 volt
1915,500 kilogram
1916,500 kilogram
1917,300 pound
1918,20.5 centimetre
1919,33 pound
1920,
1921,
1922,120 centimetre
1923,115 metre
1924,1.9 centimetre
1925,18 centimetre
1926,125 ton
1927,11.2 fluid ounce
1928,60.5 centimetre
1929,8.1800 millilitre
1930,
1931,5.9 inch
1932,
1933,33 centimetre
1934,120 volt
1935,60 centimetre
1936,
1937,110 volt
1938,
1939,150 kilogram
1940,
1941,
1942,
1943,
1944,40 centimetre
1945,1.5 litre
1946,
1947,120 centimetre
1948,76 centimetre
1949,11.5 centimetre
1951,
1952,4.2 ounce
1953,
1954,
1955,1 centimetre
1956,34 inch
1957,2 ton
1958,3.08 pound
1959,3.74 inch
1960,500 millilitre
1961,8 centimetre
1962,8 centimetre
1963,24 inch
1964,9 inch
1965,16 inch
1966,0.44 pound
1967,4 inch
1968,150 metre
1969,140 metre
1970,
1971,35 pound
1972,6.5 centimetre
1973,8 centimetre
1974,8 centimetre
1975,146 metre
1976,
1977,28 metre
1978,10 ounce
1979,
1980,61 metre
1981,
1982,18 ounce
1983,
1984,50 centimetre
1985,
1986,18 volt
1987,61 pound
1988,2.2 ounce
1989,300 pound
1990,30 centimetre
1991,
1992,42 inch
1993,11.5 inch
1994,4 centimetre
1995,190 centimetre
1996,23 centimetre
1997,2.5 centimetre
1998,
1999,6.75 inch
2000,180 metre
